nctid	nct_title	nct_link	status
NCT00654420	A Study Evaluating Dalotuzumab (MK-0646) in Combination With Erlotinib for Participants With Non-Small Cell Lung Cancer (MK-0646-007)	https://clinicaltrials.gov/study/NCT00654420	COMPLETED
NCT00654498	Pramipexole in Out-patients With Idiopathic Restless Legs Syndrome (IRLS)	https://clinicaltrials.gov/study/NCT00654498	COMPLETED
NCT00654745	18 Week Study Evaluating Safety and Efficacy of Olmesartan, Amlodipine, and Hydrochlorothiazide, in Type 2 Diabetics	https://clinicaltrials.gov/study/NCT00654745	COMPLETED
NCT00654836	Carboplatin, Paclitaxel, and Bevacizumab in Treating Patients With Locally Recurrent or Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00654836	COMPLETED
NCT00654940	A Study To Assess The Ability Of A Crossover Study Design To Detect The Efficacy Of Pregabalin In Post-Traumatic Neuropathic Pain Patients	https://clinicaltrials.gov/study/NCT00654940	COMPLETED
NCT00654953	Clinical Efficacy of Sertraline Augmented With Gabapentin in Depressed, Recently Abstinent Cocaine-dependent Humans	https://clinicaltrials.gov/study/NCT00654953	COMPLETED
NCT00655499	Panitumumab and Irinotecan as Third-Line Therapy in Treating Patients With Metastatic Colorectal Cancer	https://clinicaltrials.gov/study/NCT00655499	COMPLETED
NCT00655681	Prevention of Post Operative Bone Loss in Children	https://clinicaltrials.gov/study/NCT00655681	COMPLETED
NCT00655850	Lower Dose Chemotherapy Given More Frequent With Avastin to Treat Advanced Non-Squamous Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00655850	COMPLETED
NCT00655863	Efficacy of Alogliptin and With Pioglitazone in Patients With Type 2 Diabetes.	https://clinicaltrials.gov/study/NCT00655863	COMPLETED
NCT00655876	Paclitaxel, Cisplatin, and Radiation Therapy With or Without Cetuximab in Treating Patients With Locally Advanced Esophageal Cancer	https://clinicaltrials.gov/study/NCT00655876	COMPLETED
NCT00655928	Modulation of Lung Injury Complicating Lung Resection	https://clinicaltrials.gov/study/NCT00655928	COMPLETED
NCT00656019	Development of Vitamin D as a Therapy for Breast Cancer - Phase 2	https://clinicaltrials.gov/study/NCT00656019	COMPLETED
NCT00656136	BIBW 2992 and BSC Versus Placebo and BSC in Non-small Cell Lung Cancer Patients Failing Erlotinib or Gefitinib (LUX-LUNG 1)	https://clinicaltrials.gov/study/NCT00656136	COMPLETED
NCT00656175	Raltegravir Therapy for Women With HIV and Fat Accumulation	https://clinicaltrials.gov/study/NCT00656175	COMPLETED
NCT00656513	Acupuncture-Like Transcutaneous Electrical Nerve Stimulation (ALTENS) or Pilocarpine in Treating Early Dry Mouth in Patients Undergoing Radiation Therapy for Head and Neck Cancer	https://clinicaltrials.gov/study/NCT00656513	COMPLETED
NCT00656630	Medication Development in Alcoholism: Acamprosate Versus Naltrexone	https://clinicaltrials.gov/study/NCT00656630	COMPLETED
NCT00656799	Dialysis of Sugammadex in Participants With Severe Renal Impairment (Study 19.4.333) (P05773)	https://clinicaltrials.gov/study/NCT00656799	COMPLETED
NCT00656851	Myocardial Function & FFA Metabolism in HIV Metabolic Syndrome	https://clinicaltrials.gov/study/NCT00656851	COMPLETED
NCT00657020	Functional Magnetic Resonance Imaging (fMRI) Investigation of Nicotine Withdrawal Symptoms	https://clinicaltrials.gov/study/NCT00657020	COMPLETED
NCT00657150	Dabigatran Etexilate Compared With Enoxaparin in Prevention of Venous Thromboembolism (VTE) Following Total Hip Arthroplasty	https://clinicaltrials.gov/study/NCT00657150	COMPLETED
NCT00657241	Cardioprotective Benefits of Carvedilol-CR or Valsartan Added to Lisinopril	https://clinicaltrials.gov/study/NCT00657241	COMPLETED
NCT00657267	Dose-Intense Temozolomide in Recurrent Glioblastoma	https://clinicaltrials.gov/study/NCT00657267	COMPLETED
NCT00657358	The Effect of Intravenous Lidocaine on Normal Sensation and Pain in Healthy Volunteers	https://clinicaltrials.gov/study/NCT00657358	COMPLETED
NCT00657618	Use of Sodium Stibogluconate as a Treatment for Leishmaniasis	https://clinicaltrials.gov/study/NCT00657618	COMPLETED
NCT00658021	Safety and Efficacy of Exenatide as Monotherapy and Adjunctive Therapy to Oral Antidiabetic Agents in Adolescents With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00658021	COMPLETED
NCT00658112	Measuring Adherence in Subjects With Acne Vulgaris in a Clinic Population Subtitle: Topical Benzoyl Peroxide for Acne	https://clinicaltrials.gov/study/NCT00658112	COMPLETED
NCT00658320	Concentration Controlled Everolimus With Reduced Dose Cyclosporine Versus Mycophenolate Mofetil With Standard Dose Cyclosporine in de Novo Renal Transplant Adult Recipients Treated With Basiliximab and Corticosteroids	https://clinicaltrials.gov/study/NCT00658320	COMPLETED
NCT00658359	Extension Study Of Subjects From Study A3921030 For The Prevention Of Acute Rejection In Kidney Transplant Patients	https://clinicaltrials.gov/study/NCT00658359	COMPLETED
NCT00658697	Docetaxel, Bevacizumab and Androgen Deprivation Therapy After Definitive Local Therapy for Prostate Cancer	https://clinicaltrials.gov/study/NCT00658697	COMPLETED
NCT00659165	Insulin Detemir Compared to Insulin Glargine: Appetite and Calories Consumed in Type 1 Diabetes	https://clinicaltrials.gov/study/NCT00659165	COMPLETED
NCT00659230	Nepicastat for Posttraumatic Stress Disorder (PTSD) in OIF/OEF Veterans	https://clinicaltrials.gov/study/NCT00659230	COMPLETED
NCT00659269	A Randomized Phase III Study of Vitamins B6 and B12 to Prevent Chemotherapy-Induced Neuropathy in Cancer Patients	https://clinicaltrials.gov/study/NCT00659269	COMPLETED
NCT00659295	Observational Study to Evaluate the Safety of Levemir® in Diabetes	https://clinicaltrials.gov/study/NCT00659295	COMPLETED
NCT00659373	Brain Function in Premenopausal Women Receiving Tamoxifen With or Without Ovarian Function Suppression for Early-Stage Breast Cancer on Clinical Trial IBCSG 24-02	https://clinicaltrials.gov/study/NCT00659373	COMPLETED
NCT00659438	Efficacy and Safety of Zactima™ in Patients With Castration-refractory Metastatic Prostate Cancer	https://clinicaltrials.gov/study/NCT00659438	COMPLETED
NCT00659490	Study to Investigate the Analgesic Efficacy of a Single Dose of AZD1940	https://clinicaltrials.gov/study/NCT00659490	COMPLETED
NCT00659581	J-TARGET,Japanese Telmisartan Study for Antihypertensive Good Effect in Long Term Observation	https://clinicaltrials.gov/study/NCT00659581	COMPLETED
NCT00659633	The Effect of Intravenous Lidocaine on Allodynia	https://clinicaltrials.gov/study/NCT00659633	COMPLETED
NCT00659737	Comparison of Oral Aprepitant and Transdermal Scopolamine for Preventing Postoperative Nausea and Vomiting	https://clinicaltrials.gov/study/NCT00659737	COMPLETED
NCT00660010	Study of Lupron Depot In The Treatment of Central Precocious Puberty	https://clinicaltrials.gov/study/NCT00660010	COMPLETED
NCT00660075	Effects of Sitagliptin on Postprandial Lipemia in Men With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00660075	COMPLETED
NCT00660179	Study of Macitentan (ACT-064992) on Morbidity and Mortality in Patients With Symptomatic Pulmonary Arterial Hypertension	https://clinicaltrials.gov/study/NCT00660179	COMPLETED
NCT00660309	A Clinical Study to Evaluate Renal Hemodynamic Responses to Aliskiren in Patients With Type 2 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT00660309	COMPLETED
NCT00660517	A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies	https://clinicaltrials.gov/study/NCT00660517	COMPLETED
NCT00660660	Local Phase IV, Gastroesophageal Reflux Disease (GERD) Sleep Study US	https://clinicaltrials.gov/study/NCT00660660	COMPLETED
NCT00660699	A Feasibility Phase II Study in the Treatment of Resected Cholangiocarcinoma, Gallbladder, Pancreatic and Ampullary Cancers	https://clinicaltrials.gov/study/NCT00660699	COMPLETED
NCT00660816	Pemetrexed or Docetaxel With or Without Erlotinib in Stage IIIB or Stage IV Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00660816	COMPLETED
NCT00660907	Efficacy and Safety of Dapagliflozin in Combination With Metformin in Type 2 Diabetes Patients	https://clinicaltrials.gov/study/NCT00660907	COMPLETED
NCT00660985	Pharmacokinetic Study to Compare the Systemic Exposure of Differin® Gel, 0.3% or Differin® Gel, 0.1%	https://clinicaltrials.gov/study/NCT00660985	COMPLETED
NCT00661193	S0709: Erlotinib With or Without Carboplatin and Paclitaxel in Stage IIIB or Stage IV Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00661193	COMPLETED
NCT00661362	Evaluate Efficacy and Safety of Saxagliptin in Combination With Metformin in Adult Patients With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00661362	COMPLETED
NCT00661544	Arsenic Trioxide With Ascorbic Acid and Melphalan for Myeloma Patients	https://clinicaltrials.gov/study/NCT00661544	COMPLETED
NCT00661583	Use of Ranibizumab With Mitomycin C During Trabeculectomy	https://clinicaltrials.gov/study/NCT00661583	COMPLETED
NCT00661661	Long-Term, Open-Label Study Of CP-690,550 For Treatment Of Rheumatoid Arthritis In Japan	https://clinicaltrials.gov/study/NCT00661661	COMPLETED
NCT00661778	A Study of Avastin (Bevacizumab) in Combination With Docetaxel and Cisplatin in Patients With Metastatic or Locally Advanced Non-small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00661778	COMPLETED
NCT00661830	Gemcitabine and Sorafenib in Advanced Biliary Tract Cancer (GEMSO)	https://clinicaltrials.gov/study/NCT00661830	COMPLETED
NCT00661895	Black Education and Treatment of Hypertension (BEAT HTN)	https://clinicaltrials.gov/study/NCT00661895	COMPLETED
NCT00661960	Pilot Project of Virologic and Immunologic Correlates of GALT Immune Reconstitution Following Raltegravir Therapy	https://clinicaltrials.gov/study/NCT00661960	COMPLETED
NCT00662012	Sodium Stibogluconate Treatment of Leishmaniasis	https://clinicaltrials.gov/study/NCT00662012	COMPLETED
NCT00662038	Open-Label Study of the Long Term Safety of Pirfenidone in Patients With Idiopathic Pulmonary Fibrosis (IPF)	https://clinicaltrials.gov/study/NCT00662038	COMPLETED
NCT00662129	Paclitaxel Albumin-Stabilized Nanoparticle Formulation, Gemcitabine, and Bevacizumab in Treating Patients With Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00662129	COMPLETED
NCT00662155	The Role of Partial Reinforcement in the Long Term Management of Insomnia	https://clinicaltrials.gov/study/NCT00662155	COMPLETED
NCT00662298	Prednisolone Pharmacokinetics in Severe Asthma	https://clinicaltrials.gov/study/NCT00662298	COMPLETED
NCT00662363	Lubiprostone (Amitiza®) Vs. Standard Care in Opioid-induced Constipation After Surgery in Inpatient Rehabilitation	https://clinicaltrials.gov/study/NCT00662363	COMPLETED
NCT00662558	A Six Week Study Of The Pain Relieving Effects Of Celecoxib 200 Mg Twice Daily Compared To Tramadol 50 Mg Four Times Daily In Patients With Chronic Low Back Pain	https://clinicaltrials.gov/study/NCT00662558	COMPLETED
NCT00662792	Efficacy and Safety Comparison of Tiotropium Daily + Salmeterol Daily or Twice Daily Versus Tiotropium Daily in Patients With COPD	https://clinicaltrials.gov/study/NCT00662792	COMPLETED
NCT00662909	A Study to Assess Efficacy and Safety of the Beta-3 Agonist Mirabegron (YM178) in Patients With Symptoms of Overactive Bladder	https://clinicaltrials.gov/study/NCT00662909	COMPLETED
NCT00663039	Effects of Oxytocin Nasal Spray on Social Affiliation	https://clinicaltrials.gov/study/NCT00663039	COMPLETED
NCT00663052	Study Evaluating Etanercept for the Treatment of Moderate to Severe Psoriasis	https://clinicaltrials.gov/study/NCT00663052	COMPLETED
NCT00663208	A Multiple Ascending Dose Study of Daclatasvir (BMS-790052) in Hepatitis C Virus Genotype 1 Infected Subjects	https://clinicaltrials.gov/study/NCT00663208	COMPLETED
NCT00663260	Glycemic Efficacy and Renal Safety Study of Dapagliflozin in Subjects With Type 2 Diabetes Mellitus and Moderate Renal Impairment	https://clinicaltrials.gov/study/NCT00663260	COMPLETED
NCT00663702	Phase IIIB Switching From Intravenous to Subcutaneous Study	https://clinicaltrials.gov/study/NCT00663702	COMPLETED
NCT00663793	ORAL T-6: Oral Androgens in Man-6	https://clinicaltrials.gov/study/NCT00663793	COMPLETED
NCT00663962	Pregabalin and Post-thoracotomy Pain	https://clinicaltrials.gov/study/NCT00663962	COMPLETED
NCT00664534	Pre-Mix Insulin Lispro Treatment for Type 2 Diabetes Patients Who Consume a Light Breakfast	https://clinicaltrials.gov/study/NCT00664534	COMPLETED
NCT00664560	Efficacy Study of PN400 (VIMOVO) Twice Daily and Celebrex Once Daily in Patients With Osteoarthritis	https://clinicaltrials.gov/study/NCT00664560	COMPLETED
NCT00664755	Menstrual Cycle Effects on Smoking Cessation and Cue Reactivity	https://clinicaltrials.gov/study/NCT00664755	COMPLETED
NCT00665366	Study to Evaluate the Efficacy and Safety of Aripiprazole Administered With Lithium or Valproate Over 12 Weeks in the Treatment of Mania in Bipolar I Disorder	https://clinicaltrials.gov/study/NCT00665366	COMPLETED
NCT00665392	Cetuximab and Combination Chemotherapy in Patients With Stage III-IV Resectable Oropharynx Cancer	https://clinicaltrials.gov/study/NCT00665392	COMPLETED
NCT00665431	Efficacy Study of PN400 (VIMOVO) Twice Daily and Celebrex Once Daily in Patients With Osteoarthritis	https://clinicaltrials.gov/study/NCT00665431	COMPLETED
NCT00665470	Chemotherapy Followed by gp100 Lymphocytes and Aldesleukin to Treat Melanoma	https://clinicaltrials.gov/study/NCT00665470	COMPLETED
NCT00665847	TMC125-TiDP35-C213: Safety and Antiviral Activity of Etravirine (TMC125) in Treatment-Experienced, HIV Infected Children and Adolescents	https://clinicaltrials.gov/study/NCT00665847	COMPLETED
NCT00666029	Implications for Treatment of the Metabolic Syndrome	https://clinicaltrials.gov/study/NCT00666029	COMPLETED
NCT00666198	Special Investigation For Long-Term Use Of Sildenafil (Regulatory Post Marketing Commitment Plan)	https://clinicaltrials.gov/study/NCT00666198	COMPLETED
NCT00666224	Evaluate Early Glatiramer Acetate Treatment in Delaying Conversion to Clinically Definite Multiple Sclerosis of Subjects Presenting With Clinically Isolated Syndrome	https://clinicaltrials.gov/study/NCT00666224	COMPLETED
NCT00666237	Primary Tube Versus Trabeculectomy Study	https://clinicaltrials.gov/study/NCT00666237	COMPLETED
NCT00666276	Drug Use Investigation Of Zyvox (Linezolid) (Regulatory Post Marketing Commitment Plan)	https://clinicaltrials.gov/study/NCT00666276	COMPLETED
NCT00666328	Clevidipine in the Treatment of Patients With Acute Hypertension and Intracerebral Hemorrhage (ACCELERATE)	https://clinicaltrials.gov/study/NCT00666328	COMPLETED
NCT00666406	Pharmacokinetic Comparison of Advate rAHF-PFM With Recombinate rAHF in Patients With Severe Hemophilia A	https://clinicaltrials.gov/study/NCT00666406	COMPLETED
NCT00666458	18-week add-on to Metformin Comparison of Saxagliptin and Sitagliptin in Adult Patients With Type 2 Diabetes (T2D)	https://clinicaltrials.gov/study/NCT00666458	COMPLETED
NCT00666679	Study of Inhaled Corticosteroid Plus Montelukast Compared With Inhaled Corticosteroid Therapy Alone in Patients With Chronic Asthma (0476-386)	https://clinicaltrials.gov/study/NCT00666679	COMPLETED
NCT00666718	A Comparison Study of Basal Bolus Therapies Together With Lispro Insulin in Type 2 Diabetes Patients	https://clinicaltrials.gov/study/NCT00666718	COMPLETED
NCT00666757	A Study Comparing Duloxetine to Other Antidepressants in the Treatment of Severe Depression	https://clinicaltrials.gov/study/NCT00666757	COMPLETED
NCT00666848	Effect of Sitagliptin and an ACE Inhibitor on Blood Pressure in Metabolic Syndrome	https://clinicaltrials.gov/study/NCT00666848	COMPLETED
NCT00666978	Health Education Counseling With or Without Bupropion in Helping African Americans Stop Smoking	https://clinicaltrials.gov/study/NCT00666978	COMPLETED
NCT00667251	Chemotherapy and Lapatinib or Trastuzumab in Treating Women With HER2/Neu-Positive Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT00667251	COMPLETED
NCT00667342	A Study of Bevacizumab in Combination With Chemotherapy for Treatment of Osteosarcoma	https://clinicaltrials.gov/study/NCT00667342	COMPLETED
NCT00667368	Bacterial Vaginosis Home Screening to Prevent STDs	https://clinicaltrials.gov/study/NCT00667368	COMPLETED
NCT00667576	Dose-response Study of Paricalcitol Injection in Chronic Kidney Disease Patients Receiving Hemodialysis	https://clinicaltrials.gov/study/NCT00667576	COMPLETED
NCT00667732	How Glargine Insulin, Oral Diabetes Medications and Exenatide May Improve Blood Sugar Control and Weight Gain in Type 2 Diabetics	https://clinicaltrials.gov/study/NCT00667732	COMPLETED
NCT00667823	Clinical Study to Assess the Long-term Safety and Tolerability of ACT 064992 in Patients With Symptomatic Pulmonary Arterial Hypertension	https://clinicaltrials.gov/study/NCT00667823	COMPLETED
NCT00667862	Efficacy and Safety Study of Panobinostat in Participants With Metastatic Hormone Refractory Prostate Cancer	https://clinicaltrials.gov/study/NCT00667862	COMPLETED
